content,creationTime,score,anonymousFlag,plusAvailable,location,nickname,productColor
此用户未填写评价内容,2021-06-05 19:29:20,5,1,0,null,黄***山,白色
此用户未填写评价内容,2021-06-05 17:59:58,5,1,0,null,j***刻,白色
此用户未填写评价内容,2021-06-02 20:30:17,5,1,0,null,j***e,白色
此用户未填写评价内容,2021-06-01 20:26:27,5,1,203,null,j***r,白色
此用户未填写评价内容,2021-04-29 22:23:58,5,1,0,null,j***3,白色
说起拍立得，富士这个牌子真的是够大了，这款相机屏幕足够大，还可以选择性打印相片，非常的方便，没和其他相机比较，成片效果没发对比。,2023-09-01 08:24:13,5,1,201,山东,j***d,石英白
不错呢，很好看，性价比很高，一打开就满满的眼帘，第一个用拍立得，礼盒装还是很赞呢，喜欢，配件基本都有啦，配送一如既往的快，第二天就到了，喜欢，物有所值。,2023-08-08 17:39:46,5,1,201,福建,j***t,mini evo
富士拍立得相机，成像效果非常清晰，反映速度较快，而且操作简单容易，上手体验效果很好，做工质量精细，外观颜值超高，自营商品质量保证正品，送货速度快。,2023-09-07 22:44:47,5,1,201,北京,z***b,mini evo
拿到了实物之后非常惊艳啊，不愧是京东自营的东西，相机套装很漂亮，是那种非常炫酷的黑色，里边配置齐全，有相纸，灯光，还有防尘包，非常棒,2023-09-20 16:29:44,5,1,201,北京,j***2,mini evo
很喜欢这款拍立得！成像效果好于预期 本来看很多人评价说拍出来的照片胶片感不强 其实我觉得还挺满意的 对比度和色彩都很ok 就比较惊喜,2023-08-15 09:11:22,5,1,201,甘肃,m***o,石英白
能预览拍出来的照片太棒了！非常有效的减少了废片 而且还可以打印手机里的照片 这俩功能是最令人惊喜的 app总体来说操作简单易懂 链接相机什么的都很顺畅,2023-08-15 09:14:00,5,1,201,甘肃,m***o,石英白
很好很好，京东快递包装的很好，送过来的时候用一个大箱子包着的，质感可以，送的礼盒很好，而且还额外赠送了别的赠品，好评好评！,2023-09-15 18:17:27,5,1,201,广东,T***0,mini evo
到了 送朋友的礼物，不知道好不好，不过包装还是很严实的，快递服务也很仔细，就是相纸越来越难抢了，实在头疼的很，希望官方相纸能尽快上,2023-09-18 13:55:27,5,1,201,浙江,云***崽,腮红金
首先相机不错，买之前看了评测，到手使用也基本符合预期，物流特别差，特意七夕一早起来下单，想着白天送到，我在外地援建，想通过礼物给媳妇个惊喜。可是却没到，真是无语。。,2023-08-25 07:27:44,5,1,0,天津,j***n,念知音礼盒
操作难易：容易反应速度：可以做工质量：还可以外形外观：一般,2020-08-29 12:21:01,3,1,201,null,j***d,腮红金
京东物流给力，挺快的，礼盒包装很高大上，送礼比较合适，相机颜色挺好，整体感觉不错，拍照的感觉不错，照片打印出来比较清晰，总体使用效果好。,2023-06-06 10:24:41,5,1,201,江西,思***9,念知音礼盒
俱全的这款工具箱盒子小巧，方便携带，里面各种型号的螺丝批和常用的钻头都有，非常适合家用，价格也非常的实惠，物流速度很快。,2023-06-04 11:12:11,5,1,201,陕西,0***0,念知音礼盒
东西已经收到！手感不错！用料扎实！质量很好！平常用基本没有问题！宝贝很好，不得不说，客服态度也太好了吧！很好，物流很快，东西很给力，性价比很高！,2023-04-28 17:03:58,5,1,201,江苏,爱***谁,典雅黑
很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，用得安心，还有这个礼盒简直帅炸了。！,2023-06-09 09:30:13,5,1,201,湖北,j***r,念知音礼盒
送给老人的一款礼物，老年人怀旧。给老人没事的时候拿出去玩一玩。包装很不错。老年人拍照片儿还是喜欢以前的方式，这款相机正好符合他们的特点。,2023-06-12 16:18:59,5,1,201,河北,j***6,mini evo
很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，用得安心很好看，制作工艺很精美，材质也很好！给个赞！不太爱评价，但这个是真的棒！质量很好，做工细致，包裹很严实，快递服务态度好，绝对好评！,2023-06-18 22:34:10,5,1,201,天津,奏***乐,念知音礼盒
富士instax minievol纠结好久终子还是买了从看到这台拍立得到买回来差不多纠结了一个星期&hellip;其实第一眼看中它的还是因为它的颜值真的很爱长得好看的电子产品，其次大概就是它可以一直拍拍到满意再打印出来吧（造不起相纸了！ too expensive ！ ）不太会废片。拍出来的照片蛮复古的类似于 ccd的感觉，装个microsd 卡还可以把照片存在里面然后导手机里，还算方便吧&hellip;有很多滤镜和一些&ldquo;玩法&rdquo;，还挺有意思。在手机上下载 instax mini evo 就可以把拍了的照片导到手机里，也可以把手机里的照片导到相机里直接打印，还有就是直接远程手机遥控拍摄且可以在手机屏幕看实时镜头，虽然少了传统拍立得的胶片感！！！！,2023-06-18 20:41:37,5,1,201,北京,H***诺,mini evo
给女儿买的生日礼物，小巧复古时尚带液晶显示屏可连接手机，塑料材质轻便，可加储存卡、可在手机App上操作，整体可玩性高,2023-06-18 09:33:27,5,1,201,辽宁,u***6,mini evo
一直想要一台拍立得，又觉得台太幼稚，直到发现这款复古风的拍立得，超喜欢这款复古风样式，爱不释手，很喜欢，回来研究一下，操作简单，很容易学会,2023-05-01 06:49:38,5,1,201,河南,开***a,mini evo
非常棒，很好，发货速度快，非常满意，很好很好。东西不错，值得购买。非常好用，整体非常满意，出门旅游，一定很好，用，不错，值得。,2023-06-25 21:05:13,5,1,103,辽宁,阿***山,典雅黑
太喜欢了，拍照也很好看！就是相纸太难买了！一直溢价！很不友好！太喜欢了，拍照也很好看！就是相纸太难买了！一直溢价！很不友好！,2023-06-18 01:08:42,5,1,201,贵州,丫***医,念知音礼盒
快递速度不慢，但是包装纸箱破了，幸好里面垫着气泡膜，礼盒完好无损，打开一看十分精美，与图片相符，客服贴心告知了注意事项，相机还未使用，期待表里如一的使用效果！,2023-06-04 18:40:29,5,1,201,河北,j***9,念知音礼盒
孩子要买的这个牌子和型号的，孩子也非常满意，我觉得白色的更好看一些，但是没有货，这款优点很多，可以先拍存进去挑选打印，也可以从手机导入之后打印，打印后相纸有些小，并且相纸不好买，黄牛太多，根本抢不到，只能买高价的，其它还不错,2023-04-28 21:43:02,5,1,201,天津,渔***1,腮红金
包装很精美，好大一个盒子，里面还赠送了相机包和相纸，相机颜值高，功能全，可以删掉不喜欢的照片，还可以连接手机打印，就是略贵了一点,2023-06-02 19:07:08,5,1,201,湖北,j***2,mini evo
第一次买拍立得，对比了好多型号，最终还是这款我觉得比较适合新手小白使用，复古的外观，看起来非常的上档次，买的礼盒套装，送了很多东西，非常棒！,2023-08-23 18:20:48,5,1,201,广东,L***来,mini evo
做工质量：送给男朋友的，他很喜欢数码产品，爱不释手，颜值很高，很好用，质量挺好的，他很喜欢！,2023-06-06 13:43:47,5,1,201,湖北,j***x,mini evo
反应速度：挺快的，不用连网，下载个APP连上蓝牙后就可以直接上传手机上的照片打印，很方便操作难易：很简单，看一下说明书就能懂做工质量：表面有特殊手感和闪片，颜值高。而且轻便小巧，还有个背包，外出旅游拍照很方便外形外观：时尚美观，轻便小巧，表面有亮片，质感很好，相机上的按钮不多，易操作，后面有显示屏，挺清晰的,2022-11-24 22:18:47,5,1,0,null,j***l,念知音礼盒
东西不错，但屏幕有亮点，商家未解决,2022-10-04 08:04:18,3,1,201,null,j***d,念知音礼盒
棒棒棒棒棒，有兴趣的可以入手，不得不提一下，坏了的话只有上海有专店可以修，所以要好好保护，还有相纸真的是贵成像效果：不错反应速度：快操作难易：不难做工质量：好外形外观：好,2023-03-29 17:37:19,5,1,203,福建,壶***妞,念知音礼盒
给女朋友买的生日礼物，虽然物流经历了很久，但是终于收到了，这个青春版的套装还挺合适的。里边有相纸，有皮套，还有其他很多东西，非常棒。,2022-12-30 18:51:06,5,1,201,null,绿***仔,念知音礼盒
成像效果：可以，非常好，多种多样反应速度：挺快的，很好用操作难易：看多了比较容易，多看看做工质量：好看！！！！非常好看！！！外形外观：好看，有质感！！！！摸上去非常的舒服！！其他特色：很好，很喜欢的一款。,2022-12-12 18:53:30,5,1,201,null,w***6,mini evo
很喜欢哦，可打印，可拍照，不放相纸也可以拍哦，能放储存卡保存照片，套装里面还有很多小物件，相册一个，相纸一盒，补光灯一个，相机包肩带一套，相机带一条，相机镜头盖一个，用很漂亮的盒子装好，盒子现在被我用来当相纸的收纳盒了，不错哦,2022-08-06 20:24:47,5,1,201,null,冠***W,mini evo
送老婆的新年礼物，真的很高大上，完美的礼物，期盼了很久了终于买了，很喜欢，事实证明物超所值，太好用了颜值也特别高啊。好用。,2022-02-08 20:52:15,5,1,201,null,少***衫,mini evo
趁有学生价入手了这台min evo，礼盒好好看，就是最外层吸铁石吸不住，感觉错位了。这台黑银配色高级感十足，很富士！有屏显也对我这种刚玩拍立得的小白很友好，客服也好好，很有耐心地跟我解释👍🏼,2023-08-17 12:15:23,5,1,201,江苏,晨***射,mini evo
整体评价：很好，很喜欢，有很大的可玩性，主要可以打印想要的園，情人节送的音盒开出来也很好看 产品质量：很不错，功能很好，也比较务 反应速度：挺快的，打开就直接连接上配对的蓝牙了 成像效果：挺满意的，是想要的那种 外形外观：白色还是很好看的,2023-02-22 09:53:44,5,1,201,null,M***橙,典雅黑
刚刚拿到手，在充电，还没有开始用，希望不让我失望哦&hellip;&hellip;包装和风格还是非常不错的等买了sd卡和胶卷好就可以好好用起来了,2022-07-10 14:47:54,5,1,201,null,i***g,mini evo
女儿给自己挑选的生日礼物，下单为她购买了。新款的，使用起来非常方便，体积也不大，此外，照片拍摄后，还可以电子导出，也算是非常方便了。京东春节前送货，效率很高。当天下单，第二天就收到了，效率非常高。非常满意。,2023-01-31 08:02:50,5,1,201,null,t***e,石英白
这个礼盒装太适合送人了，配件也超级丰富。这款相机多了很多实用的功能，成像质量还是典型的味道。可玩性挺好，这个浓浓的复古感，真的是好漂亮，好有范儿，很喜欢。,2022-11-13 21:29:28,5,1,201,null,c***椒,mini evo
昨天付了尾款，今天就到了货，礼盒开箱真是过瘾，从包装盒子到相机、包、相册到相纸，无一不是富士的味道，开启了时光的感受非常帅气。机器从颜值上来说就已经无可挑剔了，配合相机包和相当有腔调的肩带，复古感十足。我对富士的滤镜毫无怀疑，我本人是富士微单和旁轴的老用户了，平时出街带xt4和pro3，现在又多了一个选择。还可以随时冲洗出来。期待等周末出街的时候进行实拍。总之，到现在为止我的感觉是：妙啊。,2021-12-01 19:54:38,5,1,201,null,豆***爷,mini evo
外形外观：好看做工质量：不错操作难易：不难学反应速度：很快,2023-01-04 20:42:52,5,1,201,null,a***s,mini evo
出乎预料，很喜欢，很有老照片感觉呀，看攻略有人说数码感觉会太强，我觉得就这样挺好的了，也大大减少了废片，新手不要太美好了,2021-12-25 00:58:26,5,1,201,null,娜***猫,mini evo
之前买了mini11，操作很简单，但是难免有废片，现在相纸太难买了，所以今年又入了minievo，外观非常复古，虽然银色的地方是塑料，但是整体还是非常有质感的，有显示屏真的很方便，可以选择要打印的照片，胶片感确实会弱一些，用mini11和它互补就很完美啦，喜欢！！！,2023-02-25 12:26:30,5,1,103,null,一***w,mini evo
成像效果：打印出来手机里的照片成像非常好，直接拍摄后的成像效果也是棒棒哒，女朋友非常喜欢反应速度：就是常规的成像时间按照要求可以放手里捂一会儿，记得不要甩操作难易：挺简单的，一用就会做工质量：不愧是余音绕梁，包包很好看，相机质量也很靠谱外形外观：女朋友看了爱不释手其他特色：就是好,2022-08-03 23:22:49,5,1,201,null,穿***爷,念知音礼盒
相机外观很好看，打印照片方便。手机上传打印还ok，相机直拍打印还没有试过。作为拍立得，像素很高肯定是没有的，目前也没有和其他型号对比过，个人觉得还能接受。总体还是比较满意的，这个礼盒真的很好看！,2023-05-15 01:35:03,5,1,201,上海,i***r,念知音礼盒
颜值100分，很好看成像效果：肯定没有手机拍出来那么清晰 就是普通拍立得的成像反应速度：还可以操作难易：不难操作 机身上的键和屏幕上的键都有提示 而且这一款可以关掉闪光灯，我用来拍小孩的话不怕会被闪到眼睛做工质量：外在看的话很棒,2022-08-26 14:56:32,5,1,201,null,j***b,深空灰
买来送给孩子的礼物，孩子喜欢，配置也不错，相机套，挂绳都配齐了。质量也还好，拍出来的成片质感也不错，喜欢喜欢喜欢喜欢超喜欢，很有feel。,2022-10-28 14:14:22,5,1,201,null,活***着,mini evo
成像效果：一级棒反应速度：快操作难易：链接app很容易做工质量：中等,2023-10-03 21:18:04,5,1,201,河北,煎***丫,mini evo
成像效果：很有特点 有很多滤镜可选 自动对焦操作难易：简单的几个实体按键外形外观：很漂亮 买来送给女朋友当礼物的 哈哈其他特色：这个拍立得还可以留言 很有特色的一个功能,2023-02-28 10:37:31,5,1,201,null,j***h,石英白
还行吧 客服态度不好,2022-10-30 22:32:07,3,1,203,null,j***g,念知音礼盒
成像效果：最好玩的就是拍照后可以根据不同的背景去调整各种风格，我媳妇拍一个照片调了一个多小时反应速度：反应速度很快操作难易：操作非常的简单，对着说明书看一下就学会了做工质量：整体做工可以看出来非常的不错外形外观：整个外形外观很复古哟,2022-09-10 22:28:40,5,1,203,null,C***橙,mini evo
mini  Evo  是数码与拍立得结合体。外观漂亮，酷似旁轴胶片相机。多种酷炫特效，对满意照片再打印减少废片，对于拍立得新手非常友好。,2023-03-06 14:37:38,5,1,201,null,丹***狼,mini evo
成像效果：很好很👌很不错小朋友很喜欢 像素不是很高但是可以连接手机蓝牙直接打印 很不错的功能反应速度：很快很不错操作难易：很简单做工质量：质量很好摸起来挺好的外形外观：挺好看的 背在身上能当个不错的装饰品,2022-12-28 12:14:38,5,1,201,null,s***p,念知音礼盒
包装很精美，赠品也很多，发货很快第二天就收到了！相机颜值很高，复古感十足，肩带很有个性，不过银色部分如果是金属的就更完美了，买来送给对象的，对象非常喜欢！,2021-12-30 15:08:23,5,1,201,null,上***哦,mini evo
成像效果：很棒  非常快反应速度：反应速度很快操作难易：操作简单做工质量：很好 对得起这个价格其他特色：经常死机,2023-03-24 20:34:06,5,1,201,新疆,大***六,mini evo
第一次玩拍立得，送老婆的礼物。一开始纠结这款还是90？被90的外观和更多的模式吸引。但是这款更加和数码相机匹配，可以打印手机里的照片，完全OK，手机拍，它打印。而且减少坏片率。新手福利啊。大爱。期待以后更新固件，加入更多的模式。,2019-08-29 10:43:36,5,1,0,null,j***从,石英白
观望了很久才下手了mini evo，成像效果还可以，确实有点发红！但好在可以选择打印，对于我这种咔咔一顿乱拍的人来讲真的非常非常适合，省了很多相纸！！！,2023-02-25 15:59:12,5,1,201,null,钱***-,mini evo
送货挺快的，送给女朋友的礼物，很满意。看中的是手机打印的功能，这样如果两个人出去玩也可以拍合照再打印。还没有使用，不知道成像效果怎么样呢。,2023-02-15 12:43:00,5,1,203,null,j***1,念知音礼盒
这个礼盒颜值绝绝子！ 质量非常好，与卖家描述的完全一致。赠送的包和赠品超值，感谢双十一学生特价，到手赚翻。数模太方便了！,2022-11-19 21:29:30,5,1,201,null,邓***钊,mini evo
成像效果：非常不错，性价比高，比实体店便宜多了反应速度：还算可以了，成像需要稍微等一下操作难易：简单易懂，说明书说的也很清楚，还自带滤镜买来随时出去出片，充电的也很耐用,2023-04-11 18:27:58,5,1,201,山东,沉***祖,石英白
突然觉得拍出来的照片挺好看的，也是因为帮朋友买才了解的拍立得，自己搭配了一个相机包真的是好好看，真的是好有眼光，而且照片也是很有气质,2023-01-06 22:42:41,5,1,201,null,醒***夜,mini evo
外观是真的好看，收藏了好久才决定买下的，到手一个大箱子，东西真的多，这一款evo可以自选照片打印真的可！！杜绝了好多费片，拍出来的照片也很有胶片感，还自带滤镜，重要的是还能当图片打印机来用，赞,2023-03-12 18:30:12,5,1,201,null,路***斯,mini evo
外形外观：很复古 很不错反应速度：很快总体来说还不错 ，礼盒送的东西很多，,2022-11-03 19:29:42,5,1,0,null,偏***i,mini evo
相机很不错，套装性价比很高~送的配件都很实用！相机的可玩性不错~各种镜头效果配合滤镜效果很nice~而且可以当成照片打印机，哈哈~也不怕的拍错了！,2022-02-11 18:06:06,5,1,201,null,诺***7,mini evo
包的很严实，快递两天就到了，老婆很喜欢，目前还在摸索怎么用，送的周边都很好看，特别是那个相机包，银色和黑色混起来的，看起来很精致，在就是那个相册，里面包含了说明书和相册，可以放照片，也可以留言，可以说真的很实用了成像效果：还没用操作难易：挺简单的,2022-01-02 11:14:11,5,1,201,null,不***子,mini evo
富士拍立得这个相机我买的礼盒装，先说这个礼盒真的很精致，打开包装有种惊喜的感觉，每一样物品都很喜欢，相机是给上高中的闺女买来玩的，她试了试照片打印，说很不错，闺女喜欢我就满意。别的功能等她全面使用后反馈。总之非常满意！,2021-04-25 09:06:08,5,1,201,null,紫***林,石英白
好漂亮的机器。非常小巧美观。可以选择是否打印。大大降低了废片率。拍摄夜景也非常不错。可以使用手机app链接蓝牙打印手机相册中的照片。非常的银杏化～,2023-03-20 23:27:09,5,1,201,陕西,杨***_,念知音礼盒
对比了好多家，还是选择京东自营！收到货后，果然没让我失望，质量不错。minievo看中的就是照片可预览，可选择打印，配上镜头盖子真的绝绝子。,2023-01-25 08:04:37,5,1,201,null,呀***鸭,mini evo
京东真的快 一天就送到了 机子省相纸真的绝了 过爆问题确实存在 但考手动调我是能接受 胶片感也是可以通过设置达到自己想要的效果的。之前在这款和90里纠结很久 目前不后悔！,2023-02-09 11:45:22,5,1,0,null,j***p,mini evo
心心念念的富士拍立得mini LiPlay被惊喜到了，很精美的石英白念知音礼盒送的背包，出门可以同时装上相机和拍立得复古感十足，喜欢到爱不释手哟~,2022-12-01 23:00:09,5,1,201,null,2***君,念知音礼盒
整个礼盒看起来比较复古文艺风做工质量：做工精细，相机比较轻巧，相机包简单实用操作难易：有使用说明书，操作简单容易上手，多种模式，镜头，供您选择，可玩性很高,2022-02-22 22:23:30,5,1,201,null,藏***7,mini evo
送给女朋友的小礼物，女朋友一直想要一个，既能拍照，也能手机上传图片打印，很方便，颜值也很好看，操作起来非常方便，做工精细。,2023-03-27 00:22:34,5,1,201,山西,j***d,念知音礼盒
很好用，送给女朋友很喜欢。打印也很快，成像的话手机传输打印的话，有一些色差，不过不影响整体。,2023-02-19 09:31:32,5,1,201,null,y***3,念知音礼盒
拍立得很不错，大小合适，很喜欢。宝贝与描述基本一致，发货很快，值得一买大品牌！值得信赖的！效果超级好！贵有贵的道理！很棒的商品！是正品，信赖商家，宝贝质感很好，价格也适中，无限回购！到货就迫不及待打开了，果真没有让我失望，质量特别好，颜值也相当高，满意的一次购物。,2022-11-27 07:51:44,5,1,201,null,红***粥,念知音礼盒
送礼物的，还不错，送的很快，数码相机和拍立得的结合，款式很漂亮，录音功能因人而异，有人觉得鸡肋，但也是记录生活的一种方式，就是赠品送的配件不配套很尴尬。,2022-11-11 16:46:16,5,1,201,null,我***哈,念知音礼盒
宝贝到了，物流非常快🤙🤙🤙一直想要买一个拍立得记录生活，今年趁着跨年，一狠心终于下手啦嘿嘿🤤🤤🤤可惜到手以后才知道这一款不送相纸，刚刚匆匆下单，期待明天打印出来的照片👉👈,2023-01-02 22:23:02,5,1,201,null,来***魔,石英白
成像效果：成像效果非常好，真的很棒的一个相机！反应速度：反应速度快，用着很好用，真的很不错操作难易：操作简单，说明书介绍非常详细！做工质量：做工精致，很不错的一款相机哦！,2021-05-20 12:50:07,5,1,201,null,姜***杉,石英白
终于等到了，因为之前买了微单，想要个拍立得，可以快速出照片，就换了这个。对比了很多型号，发现这个型号最好，没有废片，还能通过sd卡传到电脑上，完美,2021-12-15 15:52:49,5,1,203,null,伊***萌,mini evo
特地买了几天，把所有功能都试了才来评价，当初看评价觉得有点不敢买，怕质量不好，现在玩了几天，一切功能都很好，礼盒也特别美，喜欢的不要犹豫啦,2022-12-28 17:57:41,5,1,0,null,j***2,念知音礼盒
物流很快，物品完好无损，用起来很舒服，喜欢💕是正品，和实体店一样，价格还优惠，果断转粉挺好的，价格适中，质量看着不错材质结实，手感好，很得劲，物流也快，性价比很高，值得购买,2023-04-01 17:59:33,5,1,103,湖北,j***g,mini evo
打印功能确实很香，非常不错👍成像效果：不错反应速度：很快操作难易：很简单,2022-08-04 17:09:48,5,1,201,null,v***e,石英白
这是我家女儿要求买的，作为她的生日礼物买的，她觉得很好，功能很棒，很好用，我是不会用的，就是打印纸有点贵，还好，可以选择打印,2023-04-12 08:38:46,5,1,201,广东,c***6,石英白
相机很好看，功能是拍照打印一体的，很方便，我入手的第一台拍立得😁,2023-09-17 20:50:58,5,1,0,四川,勇***菲,念知音礼盒
送了十张相纸，一个相册，一个相机包。相机包的颜值超高，背出去超好看。相纸也很好看和相机包很搭。相册能放20张相纸。礼盒装性价比更高。,2022-11-26 11:33:13,5,1,201,null,i***s,念知音礼盒
送给女朋友的生日礼物给他之后特别开心，男的这个一直在拍照，这个不用怕，上次浪费他可以提前预览照片，然后选定自己喜欢的照片再打印，这样的话能剩下很多相纸,2022-10-08 21:37:35,5,1,201,null,k***-,mini evo
做工精细，外观时尚，大小很合手，操作简便，成像效果不错，可以选择照片打印，避免废片儿，也可以直接打印手机中的照片，非常实用，买来自用或当礼物送人都很适合，京东物流速度很给力，推荐购买～,2022-04-29 09:07:16,5,1,201,null,西***9,石英白
成像效果：好看没得说真喜欢做工质量：好的不要再好外形外观：好看简洁这种风格好喜欢,2022-07-08 00:08:41,5,1,0,null,j***q,念知音礼盒
质量好，物超所值，真的是物有所值，价格实惠，质量真的不错，与卖家描述的完全一致，收到的时候包装完整，包裹的严严实实没有任何破损，品质依旧，客服服务态度很好，详细的解答了我的问题，卖家很好，对这次购物非常满意，如有需要会回购！！这个是真的好，材料和做工都特别精致，做工真的非常棒，我觉着我可以推荐给我朋友买~,2023-04-20 17:05:40,5,1,201,山西,我***甜,mini evo
天津疫情 快递停发 过了好久 心心念念的相机终于收到了 哇哈哈 好开心 相机上手很有质感 喜欢配套的银色镜头盖  还没来得及拍照  相信出片效果也会棒棒的 吼吼吼,2022-01-28 08:26:42,5,1,201,null,u***6,mini evo
产品是好的，很快乐的打印了和噗噗的照片！然而这个快递盒我真的无语这么大一个洞！,2022-09-07 19:21:11,5,1,0,null,画***偶,念知音礼盒
我对象说很喜欢，颜色也不错，还可以录取一段话，我觉得挺好的，还可以选择打印照片,2023-03-04 11:32:27,5,1,201,null,小***8,念知音礼盒
成像效果：成像和普通mini拍立得差不多。反应速度：反应速度正常，蓝牙打印大概就10秒的事。操作难易：操作简单，容易上手。做工质量：小巧非常合适。外形外观：就是很精致，很喜欢。,2022-02-05 01:20:10,5,1,201,null,j***z,石英白
外形外观：这个包装真的好爱诶！古风的设计 让我好难不爱。成像效果：因为是送朋友的 所以尚不可知其他特色：从里到外的设计都很喜欢，而且白的有一种很干净的感觉。不过本身有一点点不如包装好看的感觉（个人观点哦）还是很推荐的 超爱胶片感,2022-11-24 09:59:47,5,1,201,null,筱***4,念知音礼盒
第三个拍立得相机了，很喜欢这个相机，满满的复古感，期待拍的照片，特别适合我这种手残党。,2021-12-22 17:48:55,5,1,0,null,买***1,mini evo
宝贝已收到，是我想要的，外观手感很好，相机质量也挺好，包括有问题客服也很快就解决了，态度非常好，这个拍立得真的很好，一定好评！,2023-04-21 12:49:30,5,1,201,湖北,j***r,念知音礼盒
送喜欢的人的，送之前检查了一下各项功能都没有问题，完美,2023-10-02 00:28:14,5,1,201,北京,乂***乂,mini evo
送给怀孕的朋友的礼物，她非常喜欢，说包包质感很棒，照片可以选择满意的洗出来，完全不用担心会废片，比我之前买的mini90好很多，喜欢的赶快下单呀！,2022-02-13 23:20:28,5,1,201,null,u***e,念知音礼盒
宝贝收到了，非常不错的东东，孩子也能很快上手，亏了能存储照片,2022-01-03 23:19:58,5,1,201,null,d***3,mini evo
非常好，特别喜欢～早买早享受！！！！爱了爱了！,2023-01-08 22:25:30,5,1,201,null,j***x,石英白
收到就拍了，效果特别棒，可以选择打印对拍娃实在太友好了，操作易懂，更多玩法正在摸索中，期待期待！,2023-04-11 21:53:53,5,null,201,云南,锤***呀,mini evo
这个价格仍然很划算。经济、便宜、质量非常好，与卖方描述的完全一样。非常满意，完全出乎意料，超划算，划算，购物比实体店便宜多了，非常满意网上购物。我希望卖家的生意会越来越红火，物流会越来越快，包装会越来越结实。六星表扬，多一星不怕你骄傲，犹豫不决的朋友会很快下单，这是良心的推荐。它真的很好，而且价格也很高，所以你将来可以在这里买。给三个好评就满足了！满意了！满意了,2023-03-22 12:45:18,5,1,201,天津,j***h,念知音礼盒
始于颜值2333蹲了好久终于有货了 期间品控问题换了几波 不得不说售后真棒！并非追求胶片感 更喜欢跟盆友分享 evo确实很值的鸭,2023-02-25 13:15:28,5,1,0,null,j***9,mini evo
外形外观：外包装完好，包装精致成像效果：相机的成像效果很好操作难易：操作简单容易上手其他特色：整个礼盒配有相纸，相册，相机包，补光灯，镜头盖，特别肩带，满足了日常相机的配件需求,2022-02-09 10:16:56,5,1,201,null,藏***7,mini evo
无论材质还是做工都超出了预期，超值，穿起来也很好看哦。卖家发货也比预计提早了很多，还会再来。买吧，不会后悔的哦！全五分。成像效果：好！,2022-12-12 01:30:56,5,1,201,null,j***O,石英白
非常好的照片打印机，孩子很喜欢，拿到手就鼓捣出了好几张手机的图片，现在的孩子越来越有的玩了，感谢京东快递小哥送货上门！棒,2023-03-08 15:49:30,5,1,201,null,圆***你,深空灰
成像效果：非常好，颜色鲜亮反应速度：特别迅速，很快操作难易：很容易，很快上手做工质量：外观特别漂亮，小朋友很喜欢，包装很精致，整体效果非常好，已经是回购了，真的很不错,2023-02-07 20:52:05,5,1,201,null,j***执,念知音礼盒
非常满意😘，材质做工非常好，而且百搭，手感也很棒，非常nice，实用性非常强，赞👍,2023-01-28 20:28:50,5,1,201,null,j***1,念知音礼盒
东西很好，物流速度很快，价格也很实惠，拍照也挺不错的，用来送给别人当礼物，挺喜欢的，送礼也很不错！质量有待考验！！！！！,2022-08-03 13:51:11,5,1,201,null,H***8,mini evo
很好拍，就是需要研究一下调色的方法，拍了可以反悔这点真的很不错,2023-09-14 00:51:24,5,1,103,北京,所***皇,mini evo
成像效果：成像效果在机器上看不怎么出来，导到电脑上非常的可以操作难易：操作非常的简单，说明也很清楚做工质量：做工非常的好，尤其喜欢机身上面的亮晶晶感觉,2022-03-19 11:45:32,5,1,201,null,u***d,念知音礼盒
东西很好，很有质感，设计很用心，相机颜色很特别，知音套装设计感很强，送人很特别，心意满满，正在充电，还没开始用，用后会追评.,2021-11-05 14:11:28,5,1,201,null,汤***古,念知音礼盒
成像效果：正常的打印机水平，胜在方便快捷反应速度：反应速度可以操作难易：简单，正常的app操作适应做工质量：很好，包装很严实外形外观：这个礼盒太棒了，国风系列，特别适合送礼物,2022-06-29 09:44:39,5,1,201,null,某***人,念知音礼盒
深空灰很好看很经典！复古既视感满满，还耐脏！成像效果：比较清晰，大片复古感反应速度：比较快，按快门就能很快出片操作难易：很简单，傻瓜式操作，录音有点麻烦做工质量：挺好的，很有质感,2021-10-19 11:41:42,5,1,201,null,大***7,深空灰
从Mini11换成了liplay，觉得这个拍完能从取景框看到成像并且还能选择，这个国风套装很喜欢，还有帆布刺绣保护套，正好赶上活动，价格很便宜。质量也非常好，与买家描述完全一致。对物品表示满意，完全超出期望值。发货速度快，晚上下单第二天早上送到了，包装非常仔细。对京东下单很满意。,2021-04-22 10:47:21,5,0,201,null,j***8,石英白
超爱🥰喜欢复古式相机，并且，相比于其他拍立得，不会浪费相纸，可以说是性价比很高,2022-09-13 21:32:17,5,1,0,null,八***o,mini evo
外观复古 颜狗必入 新手友好 小巧方便 可以选择要打印的照片 可以极大减少废片率 拨杆打印也非常有仪式感 自带滤镜和镜头效果可玩性十足 如果想要拥有一台集拍照和打印功能于一体的拍立得 这台机器是不错的选择,2022-01-12 19:41:23,5,1,103,null,杉***子,mini evo
